帮会名,玩家,等级,职业,所在团长,击败,助攻,战备资源,对玩家伤害,对建筑伤害,治疗值,承受伤害,重伤,青灯焚骨,化羽,控制
满月,张辽,69,铁衣,抱月゛,0,16,0,4395916,18119,64000,63044677,8,0,2,868
满月,星晚晚゛,69,素问,月昭,0,85,0,109662,142582,14739789,63322789,9,0,6,21
满月,曦禾゛,69,素问,小小丶,0,20,0,23216,88324,10064285,24018508,6,0,5,5
满月,迷欢,69,碎梦,月昭,3,52,0,9716751,1583140,38248,29891047,7,0,0,151
满月,丶萱寳,69,素问,月昭,0,51,0,37457,53347,7967189,41204791,12,0,4,8
满月,白梦辞゛,69,素问,沈临渊,0,55,0,48432,160969,10952022,40568351,10,0,9,9
满月,时有雪,69,血河,小小丶,0,6,0,3218984,59645092,226138,16047692,3,0,1,103
满月,抖゛音秋秋丫,69,鸿音,月昭,3,65,0,3781204,3829596,6013477,41628526,7,0,2,188
满月,嘿嘿,69,鸿音,沈临渊,0,35,0,3312290,8587071,858970,38272068,16,0,4,64
满月,水星季,69,神相,月昭,10,57,0,11356896,7046574,32802,37426675,7,0,0,692
满月,毒小奶,69,九灵,抱月゛,1,27,0,4896197,168412,209988,45574810,7,16,0,431
满月,当心小蛋糕,69,神相,小小丶,1,17,0,7166376,46030993,31186,14945847,4,0,0,438
满月,厌璃,69,素问,月昭,0,79,0,60056,0,9202228,57247888,11,0,5,13
满月,不够优秀,69,碎梦,小小丶,1,3,0,4175479,31578282,50143,16067962,5,0,0,51
满月,白镜离゛,69,血河,沈临渊,5,39,0,7085447,18678827,268153,56536363,9,0,0,195
满月,集火,69,素问,小小丶,0,22,0,20426,290539,12220603,34131609,8,0,5,9
满月,北城晚秋,69,九灵,抱月゛,1,33,0,9506692,95791,319350,51791928,7,8,0,790
满月,貴方観測日和,69,血河,沈临渊,5,32,0,6987050,16350657,224834,36905396,9,0,0,302
满月,挽风ゞ,69,血河,月昭,6,22,0,4932972,10359833,235305,48382129,7,0,0,103
满月,再无分离,69,云瑶,小小丶,1,10,0,2375156,39170267,100434,13320428,5,0,0,72
满月,潇湘清嫣,69,神相,小小丶,0,18,0,2795450,32831731,123696,23342825,7,0,0,247
满月,想想办法,69,玄机,小小丶,0,3,0,2683119,81386174,104136,14299314,6,0,0,12
满月,小棠,69,九灵,月昭,4,23,0,2586927,6774336,156050,34245426,11,18,0,233
满月,星河啊,69,神相,沈临渊,4,56,0,10405629,11380195,0,44681286,10,0,0,614
满月,大毛,69,鸿音,沈临渊,5,67,0,5572242,9994879,861380,40547776,11,0,0,133
满月,木沐,69,血河,月昭,1,21,0,5082014,1997957,418796,41702395,5,0,0,232
满月,心悦,69,沧澜,月昭,5,26,0,6352318,11587500,54801,67043163,12,0,5,202
满月,认输,69,鸿音,月昭,1,77,0,2600031,2562811,4974021,46680379,6,0,0,129
满月,不语,69,碎梦,小小丶,0,1,0,241448,31413401,0,3926382,1,0,0,1
满月,陌上丶,69,血河,沈临渊,4,35,0,5421096,19645206,211251,47132725,11,0,2,141
满月,秋暮,69,九灵,月昭,2,26,0,3330647,5874888,215856,56407057,9,13,0,288

帮会名,玩家,等级,职业,所在团长,击败,助攻,战备资源,对玩家伤害,对建筑伤害,治疗值,承受伤害,重伤,青灯焚骨,化羽,控制
龙巢,摩卡,69,血河,威猛,14,83,0,8121589,32977230,298261,32511052,5,0,0,225
龙巢,根本不会玩云瑶,69,云瑶,雾漫川,4,108,0,4184864,15938724,91443,18477784,3,0,0,82
龙巢,声声漫,69,碎梦,喷火龙,5,62,0,4406798,210099260,12321,24510147,2,0,2,52
龙巢,砚底月,69,素问,哈叽咪,0,270,0,82438,1221391,16684383,62135296,3,0,3,8
龙巢,本尊欧皇,69,血河,威猛,12,81,0,5896275,23339140,159316,37001786,4,0,0,97
龙巢,久゛,69,铁衣,喷火龙,3,37,0,2184047,24523973,54032,40830605,1,0,0,230
龙巢,江直树゛,69,神相,威猛,10,143,0,8147365,15468857,0,49112083,7,0,0,433
龙巢,小小沧,69,碎梦,雾漫川,1,24,0,1669195,2748458,26164,14850507,1,0,0,82
龙巢,山不倦,69,神相,喷火龙,6,117,0,6098623,81361431,16830,44119419,2,0,0,248
龙巢,一见晚秋,69,素问,威猛,0,200,0,68025,204359,9037724,57879474,8,0,4,11
龙巢,也许゛,69,神相,威猛,7,125,0,12097694,34582179,0,37899699,4,0,0,589
龙巢,威猛,69,铁衣,威猛,6,101,0,2050550,7287441,32631,64062713,3,0,0,455
龙巢,吉荔的苟,69,龙吟,哈叽咪,9,72,0,3510180,123029905,3572,44983152,3,0,0,26
龙巢,董宝,69,素问,雾漫川,0,243,0,100245,341303,9744372,44445830,2,0,2,5
龙巢,心要野,69,铁衣,威猛,4,106,0,6125453,3829812,103880,55531792,5,0,0,1059
龙巢,曦゛,69,素问,雾漫川,0,260,0,114380,250326,7795903,51803916,1,0,1,16
龙巢,祈程,69,神相,哈叽咪,17,191,0,7749580,54730661,0,24374905,0,0,0,489
龙巢,一见忘川,69,鸿音,哈叽咪,5,164,0,3986575,64796136,2041078,55897831,2,0,1,71
龙巢,阿拉蕾,69,血河,雾漫川,11,51,0,2093288,39072736,213845,31282060,4,0,0,56
龙巢,挽歌゛,69,鸿音,喷火龙,14,173,0,6458263,48278766,2796176,51879164,4,0,2,118
龙巢,懒羊羊大王,69,九灵,喷火龙,14,87,0,5939081,11085259,250269,35105887,1,31,0,614
龙巢,锅包肉丶,69,铁衣,雾漫川,5,99,0,3952990,7727255,96090,23534979,1,0,0,732
龙巢,小妮,69,素问,喷火龙,1,222,0,78149,2017829,17232434,67901310,4,0,2,6
龙巢,续光,69,神相,哈叽咪,22,235,0,16409485,37130650,0,24947579,0,0,0,864
龙巢,汉卿,69,神相,雾漫川,6,164,0,6214321,20442995,23438,28050538,1,0,0,472
龙巢,柠檬小酸,69,鸿音,雾漫川,18,242,0,8469229,14278625,1429574,22691388,0,0,0,190
龙巢,心甜,69,素问,喷火龙,0,239,0,48200,862863,16134910,61438835,3,0,3,9
龙巢,忆白,69,鸿音,雾漫川,3,193,0,2412543,9754315,3689620,31103818,1,0,0,54
龙巢,爀゛,69,碎梦,哈叽咪,34,188,0,21090874,15398241,0,14679642,2,0,0,114
龙巢,排队去跳河,69,九灵,哈叽咪,9,78,0,4725377,33759449,185857,22660334,1,26,0,520
龙巢,小衍,69,素问,喷火龙,0,253,0,69497,710764,18857691,71931728,3,0,3,10
龙巢,轩少,69,血河,喷火龙,3,41,0,2273575,89005309,173742,29183251,2,0,0,61
龙巢,恶灵杀手洋生,69,鸿音,喷火龙,2,143,0,1417558,32165870,3091230,53024624,2,0,0,84
龙巢,霾゛,69,素问,威猛,1,215,0,99409,435345,12505166,65592821,4,0,12,11
龙巢,一见秋水,69,神相,哈叽咪,9,132,0,6463929,68035680,0,43981985,3,0,0,323
龙巢,吉荔゛,69,素问,哈叽咪,0,263,0,34616,518428,12797092,52119005,3,0,3,11
龙巢,青山亦温柔,69,神相,喷火龙,4,106,0,5658726,75309175,25955,41055296,2,0,0,312
龙巢,无关风月,69,素问,雾漫川,0,264,0,67896,182512,8814201,49293035,0,0,2,15
龙巢,跑得慢的当前排,69,神相,威猛,10,160,0,11734449,28731066,0,44182415,4,0,0,843
龙巢,暗藏杀坤坤坤,69,碎梦,雾漫川,49,188,0,21284440,23563454,0,14048659,0,0,0,168
龙巢,太史天幽,69,神相,喷火龙,5,119,0,6534554,63426645,19087,34653715,2,0,0,387
龙巢,高椰椰,69,鸿音,喷火龙,0,0,0,0,0,0,0,0,0,0,0
龙巢,那海那湛蓝,69,神相,雾漫川,15,181,0,7743670,29304536,14063,25088447,1,0,0,463
龙巢,清梦寒,69,鸿音,威猛,10,164,0,6616787,19984880,1229521,58659026,6,0,2,143
龙巢,兔゛,69,神相,喷火龙,6,136,0,12175750,101739747,23749,27848113,1,0,0,565
龙巢,浅浅纤,69,素问,哈叽咪,0,303,0,86407,906895,14895989,79428179,5,0,6,12
龙巢,喷火龙,69,铁衣,喷火龙,1,76,0,2613399,37728648,56388,50115409,2,0,0,308
龙巢,禾禾天天开心,69,素问,威猛,0,234,0,96608,584667,14407584,60719504,3,0,8,6
龙巢,乌哈,69,素问,喷火龙,0,232,0,16684,541583,16065621,76053707,4,0,2,1
龙巢,人机小也,69,碎梦,雾漫川,6,19,0,2034144,0,0,5709506,1,0,0,106
龙巢,哈叽咪,69,铁衣,哈叽咪,3,104,0,2139058,12310352,33842,52286234,2,0,0,329
龙巢,步゛,69,神相,雾漫川,10,213,0,7942261,36101804,0,22506339,0,0,0,353
龙巢,勿忘,69,九灵,喷火龙,16,112,0,6337202,45774875,278485,43552963,2,48,0,508
龙巢,款冬,69,碎梦,哈叽咪,23,168,0,15182939,26002572,0,20658799,1,0,0,50
龙巢,花小洛,69,血河,哈叽咪,21,114,0,6554329,25007815,243172,17094743,2,0,0,229
龙巢,阿芙芙,69,九灵,雾漫川,12,131,0,5359927,49238750,176564,23579531,1,43,0,417
龙巢,颜゛,69,素问,喷火龙,0,258,0,82517,902357,18080070,74621137,4,0,2,7
龙巢,业火,69,荒羽,哈叽咪,9,68,0,5868480,22517114,46900,32888791,4,0,0,120
龙巢,伊雪,69,素问,雾漫川,0,259,0,72142,362354,9078009,52957058,3,0,4,16
龙巢,小肥鹅,69,素问,雾漫川,0,276,0,69449,132613,8209763,54144850,1,0,1,9
龙巢,猪猪侠,69,玄机,雾漫川,40,67,0,7217053,1303229,0,6559750,0,0,0,110
龙巢,兔叽咪,69,素问,喷火龙,0,214,0,52295,267854,15182002,63478521,4,0,2,17
龙巢,落花,69,九灵,哈叽咪,4,68,0,2436009,23885205,217562,54943091,2,30,0,230
龙巢,龙眼丶,69,神相,哈叽咪,23,177,0,17164938,51375650,0,27256328,2,0,0,892
龙巢,故得丶,69,血河,威猛,14,101,0,9524902,39651961,299739,34508879,2,0,0,473
龙巢,栀゛,69,素问,哈叽咪,0,276,0,86267,1067755,14709307,71503362,4,0,2,14
龙巢,小汀,69,龙吟,威猛,20,99,0,7603399,16873252,1912,41413332,3,0,0,125
龙巢,拿下,69,碎梦,威猛,15,130,0,10916378,11425190,0,25710768,4,0,0,45
龙巢,恶灵杀手牛生,69,云瑶,雾漫川,9,157,0,7797662,19618124,0,19732649,0,0,0,93
龙巢,林方文,69,碎梦,雾漫川,2,9,0,1001035,105552,0,7224109,0,0,0,41
龙巢,栓狙打很准,69,神相,哈叽咪,6,145,0,6208013,48204559,0,46747271,1,0,0,343
龙巢,西瓜君,69,血河,喷火龙,7,53,0,3823669,102379047,150303,26310283,1,0,0,129
龙巢,晨与辰,69,血河,喷火龙,22,89,0,7699870,57456823,350162,18972018,2,0,0,176
龙巢,四月大王,69,九灵,雾漫川,14,147,1500,3202963,14178136,77896,29844393,0,64,0,270
龙巢,小天,69,血河,喷火龙,9,51,0,3872963,116868674,125828,22567624,2,0,0,74
龙巢,不再熬夜,69,鸿音,哈叽咪,7,243,0,1925350,23242577,7448476,42666821,2,0,1,118
龙巢,踹兜兜,69,碎梦,雾漫川,16,175,0,10953091,91442433,0,13847409,0,0,0,117
龙巢,九洲依然在,69,潮光,威猛,11,111,0,12410259,33742213,58839,31792062,1,0,0,265
龙巢,秋月白白,69,铁衣,喷火龙,6,35,0,4776394,4112705,141385,24812132,5,0,0,858
龙巢,尘゛,69,素问,雾漫川,0,269,0,133711,230092,10104416,56768347,2,0,3,14
龙巢,咕嘎,69,鸿音,雾漫川,1,197,0,2005282,10093626,3358632,30718891,0,0,0,93
龙巢,一见如故,69,铁衣,威猛,5,101,0,4794311,6363599,0,49017775,6,0,0,555
龙巢,阮崽,69,素问,威猛,0,210,0,180722,765286,15194671,64771576,2,0,3,10
龙巢,帝尊,69,铁衣,哈叽咪,1,69,0,2357125,18449762,67365,36257489,0,0,0,254
龙巢,小咻,69,九灵,哈叽咪,11,137,0,6960413,41789287,249029,43058261,1,40,0,647
龙巢,快醒醒丶,69,素问,哈叽咪,0,281,0,55865,733404,15117345,66687924,4,0,4,8
龙巢,懿゛,69,血河,喷火龙,16,49,0,5265179,109574176,246187,24853914,1,0,0,146
龙巢,雾漫川,69,铁衣,雾漫川,3,127,0,1340517,8987403,57331,44090188,1,0,1,316
龙巢,予欢,69,九灵,威猛,17,132,0,8841734,13244627,310130,39948779,1,53,0,872
龙巢,一见连招,69,龙吟,哈叽咪,6,106,0,3395613,144019275,880,50272718,1,0,0,20
龙巢,嘎咕,69,铁衣,雾漫川,3,108,0,1157510,13582693,85976,45496752,1,0,0,238
