帮会名,玩家,等级,职业,所在团长,击败,助攻,战备资源,对玩家伤害,对建筑伤害,治疗值,承受伤害,重伤,青灯焚骨,化羽,控制
满月,舟云云,69,沧澜,抱月゛,0,11,0,2129877,0,56696,20980734,4,0,0,255
满月,沉迷一号,69,铁衣,月昭,0,0,0,0,22898944,2057,317295,0,0,0,25
满月,神罚゛,69,神相,抱月゛,5,35,0,8819622,0,0,7783808,1,0,0,472
满月,丫乀,69,血河,沈临渊,0,1,0,934,25259882,25653,386912,0,0,0,0
满月,抱月゛,69,血河,抱月゛,3,18,0,1959685,0,47491,12462231,2,0,0,113
满月,爱旋转的小熊猫,69,神相,沈临渊,0,3,0,39780,19770777,0,300701,0,0,0,3
满月,采采卷耳゛,69,素问,抱月゛,0,29,0,321,0,1823810,13898053,1,0,1,0
满月,九灬灵,69,九灵,小小丶,0,2,0,6890,33066474,29389,379838,0,0,0,101
满月,五粮液,69,神相,抱月゛,4,35,0,8217725,0,0,8367348,2,0,0,753
满月,星晚晚゛,69,素问,月昭,0,5,0,187,128731,4659459,740171,0,0,0,0
满月,曦禾゛,69,素问,小小丶,0,5,0,0,481583,3607733,529944,0,0,0,0
满月,云起ゞ,69,素问,抱月゛,0,27,0,35663,0,1577617,12465824,4,0,2,4
满月,小开司,69,碎梦,抱月゛,0,2,0,4982,85850125,0,355102,0,0,0,2
满月,浪吖,69,神相,抱月゛,1,37,0,12284360,0,0,10752294,2,0,0,859
满月,倾诉情话,69,素问,抱月゛,0,27,0,25062,0,1610206,13646069,4,0,3,3
满月,山河ミ,69,神相,小小丶,0,2,0,23948,30718724,0,743836,0,0,0,0
满月,尐乖゜,69,九灵,沈临渊,0,2,0,862,18467354,48831,1042698,0,0,0,52
满月,嘻嘻,69,素问,沈临渊,0,6,0,181,128537,3098232,1219394,0,0,0,0
满月,张嘉怡,69,碎梦,小小丶,1,1,0,70475,27897069,0,442394,0,0,0,2
满月,是清秋啊,69,血河,抱月゛,4,29,0,5482009,0,107418,13327230,3,0,0,185
满月,小娇,69,素问,沈临渊,0,6,0,180,415875,3528081,403149,0,0,0,0
满月,君卿颜,69,鸿音,抱月゛,4,36,0,3861431,0,857041,7162376,1,0,1,137
满月,小椰抱,69,素问,抱月゛,0,32,0,57351,0,2370531,19596414,3,0,4,9
满月,晚来风不及,69,素问,小小丶,0,9,0,0,62732,3388998,1229314,0,0,0,0
满月,枕星辞゛,69,神相,月昭,0,0,0,4545,26338943,0,461560,0,0,0,0
满月,小棠,69,九灵,月昭,0,1,0,2648,41078324,7323,593350,0,0,0,43
满月,白桃煮酒,69,神相,抱月゛,0,14,0,1932792,0,0,7132766,2,0,0,156
满月,菟菟叽゛,69,鸿音,抱月゛,0,32,0,1188152,0,618220,9002473,4,0,2,70
满月,时有雪,69,血河,小小丶,0,0,0,6419,39587392,31786,339693,0,0,0,0
满月,金沉沙,69,玄机,小小丶,0,0,0,2044,53402740,0,504074,0,0,0,0
满月,迷欢,69,碎梦,月昭,0,0,0,4062,40175049,0,487457,0,0,0,1
满月,来一刀,69,玄机,小小丶,0,3,0,10175,27630143,0,276149,0,0,0,0
满月,张辽,69,铁衣,抱月゛,1,32,0,2767436,0,12230,15023972,0,0,0,546
满月,认输,69,鸿音,月昭,0,3,0,1620,15020026,350001,759133,0,0,0,0
满月,可爱可爱,69,素问,月昭,0,9,0,0,246389,3946205,696778,0,0,0,0
满月,貴方観測日和,69,血河,沈临渊,0,0,0,1305,35748436,56149,378923,0,0,0,38
满月,嘿嘿,69,鸿音,沈临渊,0,4,0,10970,19496313,420035,115060,0,0,0,1
满月,抖゛音秋秋丫,69,鸿音,月昭,0,9,0,8639,13004482,2710116,363935,0,0,0,0
满月,愿你爱我永远,69,鸿音,沈临渊,0,0,0,2584,19108004,1274133,454520,0,0,0,0
满月,当心小蛋糕,69,神相,小小丶,1,5,0,80741,32476829,0,301764,0,0,0,2
满月,明月日,69,铁衣,抱月゛,1,7,0,1221330,0,4776,18016323,3,0,0,232
满月,秋暮,69,九灵,月昭,0,1,0,3221,32167803,48124,380908,0,1,0,47
满月,厌璃,69,九灵,月昭,0,3,0,37065,20666938,26635,594208,0,4,0,57
满月,不够优秀,69,碎梦,小小丶,0,2,0,11165,22816399,0,423151,0,0,0,1
满月,白镜离゛,69,血河,沈临渊,0,0,0,5197,34672751,24512,363380,0,0,0,0
满月,北城晚秋,69,九灵,抱月゛,1,29,0,3780046,0,41460,16250161,1,9,0,235
满月,挽风ゞ,69,血河,月昭,0,1,0,3845,31386954,24670,514066,0,0,0,0
满月,再无分离,69,云瑶,小小丶,0,5,0,50618,29294881,8452,375179,0,0,0,23
满月,潇湘清嫣,69,神相,小小丶,1,2,0,53378,34462561,0,569321,0,0,0,1
满月,想想办法,69,玄机,小小丶,1,4,0,55184,54365467,0,935843,0,0,0,0
满月,毒小奶,69,九灵,抱月゛,3,16,0,3618036,0,49803,13357857,1,6,0,236
满月,廾丿,69,鸿音,抱月゛,1,35,0,1472285,0,813011,14652521,4,0,2,51
满月,星河啊,69,神相,沈临渊,0,4,0,58347,29296497,0,303591,0,0,0,1
满月,大毛,69,鸿音,沈临渊,0,1,0,6597,23330671,17882,726732,0,0,0,0
满月,水星季,69,神相,月昭,0,4,0,88587,36560815,0,251272,0,0,0,1
满月,晨曦゛,69,素问,月昭,0,8,0,0,53938,3145590,435628,0,0,0,0
满月,君悦兮,69,云瑶,抱月゛,6,33,0,7779680,0,0,2559424,0,0,0,67
满月,木沐,69,血河,月昭,0,1,0,1304,28016283,23929,403097,0,0,0,0
满月,月昭,69,神相,月昭,0,3,0,54782,21378113,0,393209,0,0,0,2
满月,小摇,69,素问,抱月゛,0,34,0,55871,0,2220564,14806836,3,0,2,3
满月,不语,69,碎梦,小小丶,0,1,0,10388,31285375,0,403035,0,0,0,1
满月,陌上丶,69,血河,沈临渊,0,0,0,511,22318146,17234,366122,0,0,0,0
满月,丶萱寳,69,素问,月昭,0,4,0,0,4171,1956619,484140,0,0,0,0
满月,苏棣゛,69,血河,沈临渊,0,0,0,138,33647202,35688,308014,0,0,0,0

帮会名,玩家,等级,职业,所在团长,击败,助攻,战备资源,对玩家伤害,对建筑伤害,治疗值,承受伤害,重伤,青灯焚骨,化羽,控制
星河,金灿灿,69,神相,星星眠,0,16,0,774811,6414775,85690,9412627,2,0,0,111
星河,风止,69,神相,故人,2,14,0,1201241,5079758,0,5415656,1,0,0,106
星河,苍雪,69,血河,故人,2,2,0,346976,12563380,97687,1767704,1,0,0,14
星河,宇智波咩咩子,69,素问,迷人反派酷洛米,0,22,0,6826,107878,5137219,4576059,0,0,0,1
星河,长安゛,69,血河,迷人反派酷洛米,0,6,0,160017,20691010,78924,5038404,0,0,0,1
星河,清梨,69,九灵,星星眠,1,6,0,173187,3525988,102492,6841491,2,3,0,42
星河,房等等,69,素问,星星眠,0,30,0,20392,82534,4456245,13686230,2,0,1,3
星河,诱梦,69,铁衣,故人,2,3,0,123165,8463575,37282,2328040,0,0,0,44
星河,花舞,69,素问,星星眠,0,32,0,10035,149265,4789889,12784892,0,0,1,1
星河,关关,69,神相,弟兄与衰草,0,10,0,539086,9310422,0,5909958,0,0,0,53
星河,我嚎没本领,69,九灵,迷人反派酷洛米,1,7,0,231508,2467571,14546,8579571,1,0,0,19
星河,浮生若梦,69,血河,星星眠,0,2,0,50725,5002077,94683,4034693,1,0,0,1
星河,沐辰,69,神相,迷人反派酷洛米,1,6,0,735463,1398871,0,7550345,0,0,0,38
星河,半甜゛,69,素问,弟兄与衰草,0,29,0,27815,72647,4129484,8194608,1,0,1,5
星河,沾酒,69,神相,迷人反派酷洛米,0,9,0,869422,3265814,0,8120330,0,0,0,71
星河,晚晚,69,素问,故人,0,31,0,26250,42896,5330669,7357639,0,0,0,5
星河,与你岁岁年,69,血河,迷人反派酷洛米,2,5,0,219573,23857629,52919,2335152,0,0,0,1
星河,阿羡,69,血河,弟兄与衰草,0,8,0,424880,9527510,82442,6527209,1,0,0,5
星河,名侦探咩咩子,69,神相,迷人反派酷洛米,1,9,0,1355660,10246152,0,2161336,0,0,0,109
星河,可爱公主美乐蒂,69,鸿音,迷人反派酷洛米,1,8,0,129370,2062134,1436361,7480737,0,0,0,1
星河,不见花海,69,鸿音,星星眠,1,13,0,423423,8925690,307957,9678526,1,0,0,18
星河,迷人反派酷洛米,69,潮光,迷人反派酷洛米,1,2,0,291495,7205461,26364,5418770,0,0,0,8
星河,超蓝布罗利,69,铁衣,星星眠,1,11,0,285738,2899334,16727,5237586,0,0,0,40
星河,长夜,69,鸿音,星星眠,1,26,0,605392,6375160,708643,8548622,0,0,0,16
星河,柒゜,69,九灵,迷人反派酷洛米,0,7,0,81219,11592018,3903,8702751,0,6,0,5
星河,苏黎黎ヾ,69,素问,故人,0,24,0,29844,34956,4175286,10254249,2,0,2,4
星河,晴天゛,69,神相,迷人反派酷洛米,1,8,0,980884,9050669,0,11466498,0,0,0,53
星河,好运,69,素问,迷人反派酷洛米,0,25,0,16875,22171,5393285,9408529,0,0,0,8
星河,自在人世间,69,荒羽,故人,0,13,0,589402,1208179,15799,3897539,1,0,0,20
星河,爱听歌的聋子,69,鸿音,星星眠,0,17,0,306205,10265915,575387,8772226,0,0,0,6
星河,空空如梦,69,九灵,故人,0,10,0,348437,9276076,16642,8014963,0,5,0,97
星河,猪坚强,69,鸿音,故人,1,16,0,277028,3358204,1164995,8425190,2,0,1,13
星河,周星星,69,神相,星星眠,0,16,0,1052789,7447327,0,3665358,0,0,0,109
星河,小醋堡,69,素问,星星眠,0,24,0,3036,76584,3539802,5304564,0,0,0,1
星河,乁悠悠,69,素问,迷人反派酷洛米,0,8,0,2464,217588,227445,7784372,3,0,1,0
星河,砚雪,69,九灵,弟兄与衰草,0,0,0,87964,17669331,121365,4638670,1,0,0,33
星河,铁拳碎头颅,69,铁衣,迷人反派酷洛米,0,5,0,465603,5025584,0,3323807,0,0,0,71
星河,好运雾,69,潮光,弟兄与衰草,1,1,0,103133,6955105,85313,5617921,1,0,0,13
星河,唸宝,69,玄机,弟兄与衰草,0,0,0,1797080,0,4657,3099310,6,0,0,7
星河,祈念,69,素问,故人,0,22,0,5300,78076,3989626,11211163,1,0,1,0
星河,无可奈何先生,69,血河,弟兄与衰草,1,3,0,716274,9785766,41470,3786620,0,0,0,28
星河,弟兄与衰草,69,铁衣,弟兄与衰草,0,4,0,224179,3923106,18260,7688262,0,0,0,43
星河,子麟,69,铁衣,故人,0,9,0,206527,3330623,11876,3104992,0,0,0,45
星河,陆南枝丿,69,神相,故人,1,10,0,398303,6145462,0,6463551,1,0,0,62
星河,自摸丶,69,鸿音,故人,0,1,0,0,0,8180,0,0,0,0,0
星河,红绒十字,69,鸿音,弟兄与衰草,0,19,0,271884,3600659,2186397,6994324,0,0,0,9
星河,狠别离,69,铁衣,星星眠,2,11,0,281058,2854497,31426,4524244,0,0,0,65
星河,一岁暮清和,69,铁衣,弟兄与衰草,1,3,0,114220,6841114,50345,2016211,0,0,0,36
星河,兜咪,69,血河,故人,0,8,0,814713,6537972,70944,3165116,0,0,0,60
星河,暂无゜,69,鸿音,迷人反派酷洛米,1,2,0,1739838,3764144,225713,4375455,1,0,0,91
星河,栗山未来,69,血河,星星眠,0,2,0,186489,19462463,107331,3650706,0,0,0,2
星河,杳杳丶,69,神相,星星眠,1,10,0,761082,7816617,51703,5219022,1,0,0,40
星河,星婉,69,九灵,星星眠,2,6,0,549172,3630116,71031,9618982,2,3,0,106
星河,面面,69,素问,星星眠,0,20,0,12880,58639,4369671,11369758,0,0,0,3
星河,梨花落九霄,69,素问,故人,0,0,270,0,0,14,300,0,0,0,68
星河,阿迷,69,素问,迷人反派酷洛米,0,18,0,4256,44438,4103687,10172107,1,0,1,3
星河,就来看下人多不,69,鸿音,故人,1,8,0,445601,3676351,232971,6465052,2,0,0,13
星河,鹿清べ,69,素问,弟兄与衰草,0,26,0,2019,80226,494120,9089387,1,0,1,0
星河,小鲨鱼,69,神相,故人,1,5,0,814801,5003208,0,4572237,1,0,0,62
星河,青云゛,69,碎梦,弟兄与衰草,1,10,0,572225,4598737,50174,3420386,1,0,0,1
星河,最喜欢薯片片,69,血河,迷人反派酷洛米,0,0,0,73913,0,16314,2340503,2,0,0,14
星河,暗香盈袖,69,血河,星星眠,1,4,0,161567,9158079,35236,3683461,0,0,0,1
星河,小板邓,69,神相,故人,1,6,0,315836,2741262,0,7133156,1,0,0,42
星河,云晚ゝ,69,素问,迷人反派酷洛米,0,27,0,9479,83690,5467679,6183469,0,0,0,1
星河,叶凡,69,玄机,弟兄与衰草,1,8,0,546784,8337519,29013,6753324,1,0,0,1
星河,龙白ゞ,69,神相,故人,3,19,0,2784327,692466,0,5603699,0,0,0,197
星河,蘑嘟゛,69,素问,迷人反派酷洛米,0,27,0,11502,144578,5230842,9919868,0,0,0,0
星河,淡漠,69,神相,故人,4,17,0,1375577,10815797,0,6548435,0,0,0,90
星河,一朔清欢,69,素问,弟兄与衰草,0,30,0,19820,11939,4152567,13020027,1,0,1,3
星河,晚星゛,69,龙吟,弟兄与衰草,0,11,0,943546,7467952,0,5786941,0,0,0,18
星河,星星眠,69,铁衣,星星眠,0,3,0,92975,1974708,6399,7268270,0,0,0,37
星河,墨殇,69,神相,迷人反派酷洛米,1,13,0,1357292,4442991,0,7434678,1,0,0,93
星河,梚梦卿尘,69,素问,故人,0,6,0,0,27788,1716929,4859330,2,0,0,0
星河,倾辞゛,69,素问,弟兄与衰草,0,23,0,12372,25467,4483360,13450286,1,0,3,3
星河,千黎,69,铁衣,迷人反派酷洛米,0,4,0,118307,1613303,2492,5947263,0,0,0,15
星河,予你碎碎念,69,九灵,迷人反派酷洛米,0,7,0,391311,3442544,46180,9420302,1,5,0,37
星河,良人,69,铁衣,星星眠,1,4,0,311354,1224024,13210,10821924,0,0,0,71
星河,观雪,69,神相,星星眠,3,9,0,1590455,3572812,86743,5051402,3,0,0,131
星河,细批滴滴,69,碎梦,故人,1,4,0,124356,7247040,0,1823515,1,0,0,1
星河,偷腥小喵喵,69,神相,星星眠,0,14,0,735505,7775096,48036,6092703,1,0,0,61
星河,漫宝゛,69,神相,迷人反派酷洛米,0,8,0,766511,5597070,0,8936623,0,0,0,61
星河,鹿宝,69,神相,弟兄与衰草,0,14,0,845332,8205854,48672,5634796,1,0,0,33
星河,江月,69,铁衣,故人,0,2,0,153556,9873464,0,7115219,0,0,0,59
星河,戒西戒皮,69,铁衣,故人,1,4,0,147505,2400589,4649,7332304,0,0,0,12
星河,你真过劲,69,九灵,星星眠,2,1,0,222378,7948390,44920,12124502,0,1,0,18
星河,甜美软萌娇媚酱,69,素问,迷人反派酷洛米,0,14,0,1251,69377,2822681,3147372,1,0,1,0
星河,魔教中人,69,血河,星星眠,0,3,0,145004,9659593,62684,2553147,0,0,0,6
星河,反差,69,神相,弟兄与衰草,0,16,0,911644,9592276,0,3857939,0,0,0,72
星河,故人,69,血河,故人,1,4,0,167530,5101288,46770,2841591,1,0,0,8
