帮会名,玩家,等级,职业,所在团长,击败,助攻,战备资源,对玩家伤害,对建筑伤害,治疗值,承受伤害,重伤,青灯焚骨,化羽,控制
满月,丶萱寳,69,素问,抱月゛,0,382,0,73331,86839,11911376,78442609,10,0,4,23
满月,采采卷耳゛,69,素问,抱月゛,1,363,0,67903,112683,11700901,72565436,7,0,9,14
满月,金沉沙,69,玄机,小小丶,11,119,0,7204322,94922409,300721,45477509,11,0,0,19
满月,抖゛音秋秋丫,69,鸿音,神罚゛,11,278,0,4654106,48453520,10073341,33675760,1,0,0,159
满月,当心小蛋糕,69,神相,小小丶,28,238,0,22768211,61520560,58826,28514731,4,0,0,1404
满月,认输,69,鸿音,神罚゛,7,331,0,3514354,17530088,6023835,42879436,5,0,1,133
满月,丫乀,69,血河,沈临渊,22,124,0,11996316,43196271,412351,36512568,6,0,0,302
满月,厌璃,69,素问,神罚゛,0,291,0,45316,399863,10781343,54016771,9,0,5,7
满月,菟菟叽゛,69,鸿音,抱月゛,8,377,0,4781727,11213905,7113361,57445992,4,0,1,199
满月,白镜离゛,69,血河,沈临渊,18,122,0,12907227,79814096,503935,76631251,11,0,4,338
满月,川稚森,69,神相,小小丶,7,138,0,9872307,47911517,253618,64307639,10,0,0,616
满月,北城晚秋,69,九灵,抱月゛,13,284,0,9435532,40437085,76888,78490178,2,137,0,491
满月,貴方観測日和,69,血河,沈临渊,30,179,0,20118437,58614381,580971,57448912,4,0,0,669
满月,五粮液,69,神相,抱月゛,6,167,0,12642208,7758199,0,49574152,7,0,0,597
满月,挽风ゞ,69,血河,神罚゛,12,102,0,4859369,82366347,200802,28265602,3,0,0,108
满月,再无分离,69,云瑶,小小丶,18,163,0,13067296,76037841,146220,41004836,7,0,0,212
满月,潇湘清嫣,69,神相,小小丶,13,182,0,10086222,45544103,152538,46507378,11,0,0,702
满月,迷欢,69,碎梦,神罚゛,8,97,0,5102412,126946633,39360,24935861,4,0,0,47
满月,想想办法,69,玄机,小小丶,15,123,0,12793865,119733190,186286,37559101,8,0,0,66
满月,苏棣゛,69,血河,沈临渊,10,113,0,7520894,108521370,534141,54665926,13,0,5,216
满月,云起ゞ,69,素问,抱月゛,0,480,0,130807,443838,15610629,75481981,10,0,13,19
满月,廾丿,69,鸿音,抱月゛,9,404,0,4877425,14193949,4280440,58271944,8,0,5,148
满月,星河啊,69,神相,沈临渊,25,227,0,19124396,49324962,0,55032547,8,0,0,917
满月,大毛,69,鸿音,沈临渊,7,204,0,9240736,33941437,1692124,53221376,10,0,2,193
满月,耍赖,69,素问,小小丶,0,321,0,53154,295602,16175239,70340621,13,0,12,9
满月,不语,69,碎梦,小小丶,6,125,0,5458983,28550088,284282,41677530,8,0,0,17
满月,是清秋啊,69,血河,抱月゛,16,151,0,12862676,23203560,393371,59119903,10,0,0,407
满月,可爱可爱,69,素问,神罚゛,0,255,0,36136,852621,13628745,47829362,11,0,4,3
满月,胖大鹅,69,玄机,沈临渊,26,89,0,12530991,38533611,0,26338573,9,0,0,153

帮会名,玩家,等级,职业,所在团长,击败,助攻,战备资源,对玩家伤害,对建筑伤害,治疗值,承受伤害,重伤,青灯焚骨,化羽,控制
十二楼五城,不胜人间一场醉,69,九灵,晓月林花落,12,88,0,5386310,7418056,132561,71869007,12,41,0,238
十二楼五城,破晓,69,鸿音,破晓,3,201,0,3705766,6409383,9855175,86459713,16,0,7,80
十二楼五城,盏゛,69,九灵,破晓,5,87,0,6258069,10209404,310750,66033498,13,45,0,679
十二楼五城,夜幕,69,神相,破晓,7,107,0,8481041,6645415,45578,56323508,18,0,0,544
十二楼五城,旺仔小笼包,69,血河,晓月林花落,23,91,0,20836913,9080187,702680,57951983,8,0,0,468
十二楼五城,望盏゛,69,神相,破晓,15,119,0,14382405,12840250,21348,60836480,14,0,0,891
十二楼五城,烟゛,69,铁衣,花屿郎,2,56,0,2629378,1741378,87925,62583947,12,0,0,416
十二楼五城,风影丶,69,碎梦,风影丶,0,15,1710,1304591,94999,0,13724138,14,0,0,41
十二楼五城,恋恋恋晴天,69,素问,花屿郎,0,209,0,109388,345655,17234861,99456049,20,0,10,24
十二楼五城,览镜,69,玄机,破晓,7,67,0,3407370,10621123,38054,33057870,17,0,0,25
十二楼五城,旅行,69,神相,我带你去虾仁,6,111,0,10983784,17456897,221877,51129056,11,0,0,698
十二楼五城,利利利,69,血河,晓月林花落,7,82,0,12761102,29152832,509019,57627385,11,0,0,489
十二楼五城,芳菲,69,血河,花屿郎,8,49,0,7208520,29789267,363277,69591635,10,0,0,257
十二楼五城,风丶止,69,龙吟,我带你去虾仁,3,102,0,5537776,34277849,502074,55713352,12,0,0,62
十二楼五城,花屿郎,69,神相,花屿郎,6,89,0,7559872,14391014,0,78400778,16,0,5,562
十二楼五城,一只榴莲゜,69,神相,我带你去虾仁,25,143,0,23421478,16361830,133714,43934187,9,0,0,1508
十二楼五城,勾引,69,神相,破晓,10,166,1500,11644248,21570244,61172,46661543,12,0,0,869
十二楼五城,凌云阁丶追风,69,鸿音,我带你去虾仁,7,167,0,3286315,5601897,7397960,85057845,19,0,8,184
十二楼五城,萧瑟,69,碎梦,花屿郎,17,107,0,12001573,33874694,0,56812471,13,0,0,7
十二楼五城,不听不听゛,69,素问,晓月林花落,0,237,0,118347,324638,25320779,116956537,17,0,7,21
十二楼五城,白桵,69,素问,我带你去虾仁,0,291,0,101388,531549,22298486,95523330,14,0,12,16
十二楼五城,十九中二少年,69,碎梦,十九中二少年,0,1,3270,281911,32751,0,4516552,4,0,0,72
十二楼五城,够钟,69,血河,晓月林花落,22,112,0,16732201,23229612,608862,70168271,11,0,0,593
十二楼五城,一梦丶,69,玄机,我带你去虾仁,10,99,0,5605091,4906031,528805,47042230,17,0,0,12
十二楼五城,安否,69,鸿音,花屿郎,3,205,0,6812153,9560277,6284549,66534004,14,0,4,233
十二楼五城,輓風丶,69,碎梦,輓風丶,0,6,2490,735905,354864,0,10527832,6,0,0,110
十二楼五城,咆哮,69,云瑶,破晓,12,83,0,6439592,10038300,56207,45664094,11,0,0,86
十二楼五城,枫゜,69,血河,花屿郎,15,104,0,12973403,49814574,555812,45562241,8,0,0,365
十二楼五城,玩弄小猫,69,鸿音,晓月林花落,4,231,0,6759938,8690277,9920792,85441071,13,0,6,232
十二楼五城,竹神,69,素问,花屿郎,0,194,0,73191,156946,14070250,92247584,23,0,10,28
十二楼五城,十二星座白羊,69,九灵,晓月林花落,11,107,0,4857445,12731634,327316,82052394,14,54,0,512
十二楼五城,维澧,69,云瑶,我带你去虾仁,7,99,0,9858078,7320451,399917,38532570,12,0,0,94
十二楼五城,良熙,69,铁衣,晓月林花落,4,53,0,9990281,650698,158295,68729493,9,0,0,1683
十二楼五城,薯片,69,玄机,花屿郎,10,85,0,6800067,22989486,0,53657024,19,0,0,18
十二楼五城,二等大饼,69,素问,晓月林花落,0,147,0,32387,88253,5352102,57664241,22,0,6,2
十二楼五城,惜惜惜花眠,69,神相,花屿郎,17,122,0,9824424,9929188,0,67892324,10,0,0,799
十二楼五城,一个沧澜,69,沧澜,花屿郎,4,49,0,3238072,8537071,122716,66096681,18,0,0,173
十二楼五城,雾初散゛,69,血河,晓月林花落,5,85,0,7614009,29724416,405514,84250669,13,0,0,238
十二楼五城,老头,69,神相,我带你去虾仁,13,128,0,15688658,23946048,431585,73533977,15,0,1,923
十二楼五城,不吃蒜,69,铁衣,破晓,4,63,0,5819215,8953347,124055,69329305,11,0,0,1240
十二楼五城,流云,69,神相,破晓,12,129,0,8111271,7922469,12482,57095734,11,0,0,520
十二楼五城,还是做不到吗,69,血河,晓月林花落,14,62,0,8011071,23244677,318312,68108083,13,0,0,227
十二楼五城,菠萝丶,69,神相,花屿郎,17,136,0,15982011,12741660,0,50166126,8,0,0,1112
十二楼五城,无岄゛,69,鸿音,我带你去虾仁,2,183,0,4335867,2276964,8434591,76922261,15,0,4,246
十二楼五城,鸿运当头ゞ,69,鸿音,破晓,9,130,0,6855045,13078688,1734018,88002799,16,0,7,184
十二楼五城,与夜,69,铁衣,花屿郎,1,99,0,4465938,2203111,49717,80400815,12,0,0,669
十二楼五城,云苓,69,素问,花屿郎,0,236,0,78258,65583,21518723,80003614,15,0,15,22
十二楼五城,可乐瓶瓶儿,69,素问,花屿郎,1,240,0,80478,132075,19430197,84186084,17,0,14,15
十二楼五城,柒乀,69,九灵,花屿郎,4,84,0,2756342,17227926,132626,66903739,14,43,0,156
十二楼五城,戒尘戒扰,69,血河,花屿郎,32,97,0,10786510,35475144,357606,57279718,11,0,0,294
十二楼五城,呆呆,69,潮光,破晓,10,58,0,5203582,12804100,120233,46558408,15,0,0,94
十二楼五城,鹿屿森,69,素问,破晓,1,235,0,89395,162011,15641302,80360796,16,0,15,22
十二楼五城,孤单事,69,血河,破晓,14,74,1500,7216013,14849937,326444,66239710,9,0,0,290
十二楼五城,沐雪ゝ,69,九灵,我带你去虾仁,3,93,0,4046300,10921952,548523,80785303,10,35,0,620
十二楼五城,戒骄戒躁,69,素问,花屿郎,0,204,0,103267,387054,16512053,75694720,17,0,10,16
十二楼五城,外星小猫,69,素问,晓月林花落,0,264,0,94053,159345,24063913,104876982,13,0,16,17
十二楼五城,小蓝丶,69,神相,破晓,11,130,0,13384003,16105171,19334,41802409,10,0,0,941
十二楼五城,蜜芽,69,碎梦,无,0,5,630,203133,40370,0,7864941,8,0,0,27
十二楼五城,清铄,69,神相,晓月林花落,10,152,0,23729994,22581361,0,64409311,12,0,0,1514
十二楼五城,柿子丶,69,碎梦,晓月林花落,7,80,0,9849971,27011482,0,43523823,14,0,0,9
十二楼五城,晓月林花落,69,九灵,晓月林花落,3,67,0,4666017,11775792,116002,75671342,12,0,0,250
十二楼五城,小秋,69,铁衣,破晓,4,70,0,4955608,2456365,145918,78660947,13,0,0,735
十二楼五城,恶龙咆哮ゞ,69,血河,我带你去虾仁,13,93,0,7354116,28609993,688076,57550143,11,0,2,181
十二楼五城,汤小圆,69,血河,晓月林花落,10,68,0,10559047,14991297,446202,83998177,10,0,0,333
十二楼五城,雾枝,69,素问,破晓,0,306,0,108276,586814,25188281,99121299,12,0,10,23
十二楼五城,百鬼夜行゛,69,铁衣,晓月林花落,5,53,0,6620295,642396,147488,62306939,11,0,0,1116
十二楼五城,瓜皮刘睡睡,69,鸿音,晓月林花落,8,152,0,8417044,9340170,1263419,73052110,11,0,0,312
十二楼五城,清越越丶,69,血河,破晓,8,84,0,7668758,32486242,395292,66689284,12,0,0,183
十二楼五城,别叫我彦祖,69,神相,破晓,13,124,1500,8997972,12064165,40887,55258277,11,0,0,692
十二楼五城,梦似,69,素问,破晓,1,225,0,125041,396306,20957128,94369749,17,0,15,27
十二楼五城,杨阳羊,69,神相,花屿郎,10,139,0,11807618,21690314,0,67885886,12,0,0,723
十二楼五城,三尺青峰,69,素问,我带你去虾仁,0,278,0,79471,100202,22261642,104590574,14,0,6,25
十二楼五城,灼曦,69,素问,晓月林花落,1,252,0,111877,140977,20895704,88184626,14,0,15,28
十二楼五城,玖玖,69,素问,我带你去虾仁,0,229,0,80243,493134,18756314,82631963,18,0,14,18
十二楼五城,我带你去虾仁,69,铁衣,我带你去虾仁,7,90,0,3906571,15116148,472204,102783687,12,0,0,386
十二楼五城,月枫,69,素问,花屿郎,0,236,0,115540,309294,17684944,100721928,18,0,9,22
十二楼五城,音尘,69,血河,花屿郎,13,41,0,14448011,14720696,633096,46856702,8,0,0,538
十二楼五城,夜夜夜丶,69,神相,晓月林花落,9,180,0,17217066,21166198,0,60650297,12,0,0,1098
十二楼五城,嗨宝゛,69,神相,晓月林花落,14,134,0,20306332,21554541,0,68127988,10,0,0,1435
十二楼五城,清辞う,69,素问,我带你去虾仁,0,198,0,108383,255245,19750144,99385813,11,0,15,20
十二楼五城,丷战部渡丷,69,素问,破晓,0,188,0,89598,379884,14872665,78434627,17,0,11,14
十二楼五城,慕雪,69,素问,晓月林花落,0,185,0,47900,236241,14694777,85191061,19,0,10,9
十二楼五城,碎星河,69,铁衣,我带你去虾仁,4,60,0,4108797,7361211,280204,73660698,13,0,0,545
十二楼五城,半斤,69,九灵,花屿郎,3,78,0,4996478,13799215,199934,90582404,18,6,0,593
十二楼五城,福至,69,铁衣,花屿郎,7,78,0,4371381,2238353,113689,76758224,10,0,0,1282
十二楼五城,小风,69,鸿音,我带你去虾仁,18,240,0,4885005,8412592,10514752,86805018,17,0,8,142
十二楼五城,夏天゛,69,血河,破晓,15,89,0,13088867,22165215,497581,61432848,10,0,0,389
十二楼五城,呆呆丶,69,素问,破晓,0,229,0,96833,188037,19058416,99377574,15,0,8,21
